HUD frame time nsec:,5799000

Range Index,Elapsed Time, First Event,Last Event
0,15360,4,4
1,7232,6,6
2,3072768,13,13
3,1634464,22,22
4,1648736,31,31
5,1636896,40,40
6,1650528,49,49
7,1644608,58,58
8,1648352,67,67
9,1653568,76,76
10,1619232,85,85
11,1615680,94,94
12,16160,100,100
13,245888,109,109
14,34048,117,117
15,9856,122,122
16,72384,127,127
17,11648,177,177
18,3584,180,180
19,1704512,197,197
